_ID,Start_time,Completion_time,Source_of_home_internet,Devices_used_in_the_household,Gender,Age,Annual_household_income,Highest_level_of_education,Housing_situation,Race_ethnicity,Searching_for_information_on_the_Internet,Managing_information_found_on_the_Internet_organizing_saving_and_storing_it_for_reuse,Filling_out_forms_on_the_Internet,Sending_and_receiving_emails,Downloading_content_such_as_receiving_email_attachments_online_forms_video_or_audio,Uploading_content_submitting_homework_sending_attachments_posting_to_discussion_boards,Minimizing_maximizing_and_moving_windows_on_the_computer_screen,Using_the_search_command_to_locate_a_file,Using_safe_online_practices_privacy_and_security,Participating_in_realtime_discussion_or_collaborative_documents,Videoconferencing_or_video_calls_such_as_Zoom_Skype_FaceTime,Audio_calls_audio-only_Zoom_Skype,Streaming_content_movies_or_TV_music_podcasts_live_broadcasts,Working_with_word_processing_applications_Word_Google_Docs,Working_with_spreadsheet_applications_Excel_Google_Sheets,Working_with_presentation_applications_PowerPoint_Google_Slides,Online_banking,Using_online_government_services_finding_tax_information,Online_shopping,Total_Percent_Score
159,8/15/2022 20:14,8/15/2022 20:25,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$30,000 to $59,999",Some college,Rent home,Black or African American;,5,4,4,5,4,5,2,2,4,5,5,5,4,4,4,5,5,2,5,0.831578947
160,8/15/2022 21:09,8/15/2022 21:10,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Man,30-39,"$30,000 to $59,999",Professional or Doctorate degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
161,8/15/2022 22:45,8/15/2022 22:49,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,60-69,"$60,000 to $99,999 ",Master's degree,Own home,White;,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,0.947368421
162,8/15/2022 17:10,8/16/2022 8:56,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;,Woman,50-59,"Under $15,000",Some college,Rent home,Black or African American;,4,4,2,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,4,0.652631579
163,8/16/2022 8:56,8/16/2022 8:57,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$60,000 to $99,999 ",Some college,Own home,White;,4,4,5,5,5,5,4,4,5,4,5,5,4,5,5,4,5,4,3,0.894736842
164,8/16/2022 12:42,8/16/2022 12:45,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Desktop computer;,Man,18-29,"$60,000 to $99,999 ",Bachelor's degree,Rent home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,0.978947368
165,8/16/2022 14:30,8/16/2022 14:32,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,30-39,"$125,000 or more",Master's degree,Rent home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
166,8/16/2022 16:35,8/16/2022 16:37,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Woman,30-39,"$30,000 to $59,999",Master's degree,Own home,White;,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,0.242105263
167,8/16/2022 17:04,8/16/2022 17:08,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$60,000 to $99,999 ",High school diploma or G.E.D.,Own home,White;,5,4,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,0.947368421
168,8/16/2022 17:03,8/16/2022 17:08,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;,Woman,60-69,"Under $15,000",Bachelor's degree,Rent home,Black or African American;,4,4,5,5,5,2,2,4,4,2,4,2,4,5,4,2,4,4,4,0.736842105
169,8/16/2022 17:30,8/16/2022 18:04,Mobile data plan;I do not have in-home internet;,Smartphone or mobile phone;,Woman,50-59,"$15,000 to $29,999",Some college,Rent home,Black or African American;,2,2,4,4,4,1,2,4,4,4,2,4,1,4,1,4,4,4,5,0.631578947
170,8/16/2022 19:32,8/16/2022 19:35,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,4,5,5,5,0.947368421
171,8/16/2022 23:36,8/16/2022 23:38,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,50-59,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
172,8/16/2022 23:48,8/16/2022 23:50,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$30,000 to $59,999",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0.978947368
173,8/17/2022 11:30,8/17/2022 11:56,Provided by my building;,"Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Man,18-29,"$30,000 to $59,999",Master's degree,Rent home,Asian or Asian Indian;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
174,8/17/2022 12:03,8/17/2022 12:08,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,70-79,"$15,000 to $29,999",High school diploma or G.E.D.,Own home,White;,5,5,5,5,5,5,5,5,5,5,2,2,5,2,2,2,5,5,5,0.842105263
175,8/17/2022 13:03,8/17/2022 13:04,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Man,70-79,"$15,000 to $29,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,3,3,4,4,4,3,2,4,4,5,0.852631579
176,8/17/2022 19:32,8/17/2022 19:34,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,50-59,"$125,000 or more",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
177,8/18/2022 8:15,8/18/2022 8:24,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$30,000 to $59,999",Associate's degree,Own home,White;,4,3,3,5,4,3,3,1,2,1,2,3,3,2,2,1,4,4,4,0.568421053
178,8/18/2022 21:44,8/18/2022 21:47,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$15,000 to $29,999",Some college,Own home,"Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,4,4,3,5,5,4,4,5,5,5,0.936842105
179,8/20/2022 1:56,8/20/2022 2:01,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,40-49,"$30,000 to $59,999",Associate's degree,Own home,"Hispanic, Spanish, or Latino/a/x;",5,5,4,5,2,4,5,3,3,4,2,2,4,4,2,2,5,5,4,0.736842105
180,8/20/2022 11:03,8/20/2022 11:06,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$60,000 to $99,999 ",Some college,Own home,White;,2,2,2,1,2,2,1,1,1,2,2,2,2,2,3,3,1,1,2,0.357894737
181,8/20/2022 18:02,8/20/2022 18:04,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0.989473684
182,8/20/2022 21:42,8/20/2022 21:44,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,30-39,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
183,8/21/2022 18:37,8/21/2022 18:42,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"$60,000 to $99,999 ",Bachelor's degree,Rent home,Black or African American;,1,5,5,5,4,4,4,4,4,2,5,5,5,5,4,4,5,5,5,0.852631579
184,8/21/2022 19:17,8/21/2022 19:21,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Gaming console that connects to the internet;Smart TV (e.g., Roku, Apple TV);",Woman,40-49,"$30,000 to $59,999",Some college,Own home,"Hispanic, Spanish, or Latino/a/x;",4,4,4,4,4,4,5,4,5,4,4,4,5,5,3,4,3,4,4,0.821052632
185,8/22/2022 12:19,8/22/2022 12:22,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"$30,000 to $59,999",Bachelor's degree,Rent home,White;,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,0.978947368
187,8/23/2022 11:09,8/23/2022 11:13,Mobile data plan;Provided by my building;,"Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$30,000 to $59,999",Master's degree,Rent home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
188,8/23/2022 11:13,8/23/2022 11:14,Provided by my building;,"Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,40-49,"$30,000 to $59,999",Bachelor's degree,Rent home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,0.936842105
189,8/23/2022 11:14,8/23/2022 11:16,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);",Man,70-79,"$15,000 to $29,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,3,3,4,4,4,3,2,4,4,5,0.852631579
190,8/23/2022 11:16,8/23/2022 11:22,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,70-79,"$30,000 to $59,999",Bachelor's degree,Own home,White;,1,5,1,5,5,5,5,5,5,4,5,5,5,4,2,1,5,5,5,0.821052632
191,8/23/2022 11:52,8/23/2022 11:55,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$60,000 to $99,999 ",High school diploma or G.E.D.,Own home,White;,5,5,5,5,5,5,5,5,5,3,5,4,5,2,2,2,5,5,5,0.873684211
192,8/23/2022 17:59,8/23/2022 18:03,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,60-69,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,2,5,5,5,0.936842105
193,8/23/2022 20:34,8/23/2022 20:36,Provided by my building;,"Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Man,18-29,"$30,000 to $59,999",Master's degree,Rent home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
194,8/23/2022 20:47,8/23/2022 20:54,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,70-79,"$30,000 to $59,999",Master's degree,Rent home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
195,8/23/2022 21:50,8/23/2022 21:54,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,50-59,"$30,000 to $59,999",Associate's degree,Own home,White;,5,4,3,5,5,4,5,5,5,3,4,3,4,4,4,4,4,4,5,0.842105263
196,8/23/2022 22:37,8/23/2022 22:39,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;,Woman,30-39,"$15,000 to $29,999",Master's degree,Rent home,Asian or Asian Indian;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
197,8/24/2022 14:13,8/24/2022 14:15,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,40-49,"$60,000 to $99,999 ",Bachelor's degree,Own home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
198,8/24/2022 14:15,8/24/2022 14:16,I do not have in-home internet;,Smartphone or mobile phone;,Man,60-69,"$15,000 to $29,999",Some college,Own home,Black or African American;,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,0.252631579
199,8/24/2022 14:17,8/24/2022 14:19,Free or public internet;,"Smartphone or mobile phone;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"Under $15,000",Some college,Rent home,"Black or African American;Hispanic, Spanish, or Latino/a/x;White;",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,0.726315789
200,8/24/2022 15:50,8/24/2022 15:54,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,18-29,"Under $15,000",Some high school,Own home,"White;Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,4,0.894736842
201,8/24/2022 15:54,8/24/2022 15:56,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"$100,000 to $124,999",Master's degree,Rent home,White;,1,1,1,1,1,2,1,1,2,2,1,1,2,2,3,2,1,2,1,0.294736842
202,8/24/2022 15:56,8/24/2022 15:58,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,50-59,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,2,5,5,4,4,5,2,3,3,2,2,3,5,5,2,4,2,5,0.715789474
203,8/24/2022 16:52,8/24/2022 16:56,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;,Man,50-59,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,5,1,3,4,1,1,1,1,1,1,1,1,1,4,4,4,4,2,3,0.452631579
204,8/25/2022 11:26,8/25/2022 11:44,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Man,60-69,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
205,8/26/2022 9:05,8/26/2022 9:07,Mobile data plan;,Smartphone or mobile phone;Laptop computer;Tablet;,Man,30-39,"$15,000 to $29,999",Associate's degree,Homeless,Black or African American;,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,2,5,5,5,0.936842105
206,8/26/2022 9:07,8/26/2022 9:09,Free or public internet;,"Smartphone or mobile phone;Laptop computer;Tablet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,40-49,"Under $15,000",Some college,Homeless,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0.989473684
207,8/26/2022 9:09,8/26/2022 9:14,Share with neighbor;,Smartphone or mobile phone;,Woman,30-39,"Under $15,000",Some college,Insecurely housed,Black or African American;,4,2,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,0.484210526
208,8/26/2022 9:14,8/26/2022 9:19,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;,Woman,30-39,"Under $15,000",High school diploma or G.E.D.,Rent home,Black or African American;,5,4,5,4,4,3,3,5,2,3,4,4,4,3,2,3,1,3,4,0.694736842
209,8/26/2022 13:05,8/26/2022 13:07,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;Desktop computer;,Man,60-69,"$30,000 to $59,999",Master's degree,Own home,White;,4,3,4,5,5,4,3,3,4,5,5,5,4,3,2,3,4,4,5,0.789473684
210,8/26/2022 13:07,8/26/2022 13:08,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Tablet;,Woman,60-69,"$15,000 to $29,999",Bachelor's degree,Own home,White;,5,1,4,4,4,2,1,1,2,1,4,4,1,4,3,3,3,4,5,0.589473684
211,8/26/2022 14:53,8/26/2022 14:56,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Man,70-79,"$125,000 or more",Bachelor's degree,Own home,White;,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2
212,8/26/2022 16:32,8/26/2022 16:38,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,30-39,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,"Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,0.968421053
213,8/26/2022 17:49,8/26/2022 17:51,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Woman,30-39,"$100,000 to $124,999",Master's degree,Own home,"Hispanic, Spanish, or Latino/a/x;",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
214,8/30/2022 12:19,8/30/2022 12:20,I do not have in-home internet;,"Smartphone or mobile phone;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"Under $15,000",High school diploma or G.E.D.,Rent home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
215,8/30/2022 12:20,8/30/2022 12:21,I do not have in-home internet;,"Smart TV (e.g., Roku, Apple TV);",Woman,50-59,"Under $15,000",High school diploma or G.E.D.,Rent home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,0.968421053
216,8/30/2022 12:23,8/30/2022 12:24,I do not have in-home internet;,Smartphone or mobile phone;,Woman,30-39,"Under $15,000",High school diploma or G.E.D.,Own home,White;,3,5,5,5,5,3,5,5,3,5,4,4,4,4,3,2,4,4,4,0.810526316
217,8/30/2022 12:24,8/30/2022 12:25,I do not have in-home internet;,Smartphone or mobile phone;,Man,50-59,"Under $15,000",High school diploma or G.E.D.,Own home,White;,2,2,2,3,2,2,3,4,3,1,2,2,4,1,1,1,2,1,4,0.442105263
218,8/30/2022 15:59,8/30/2022 16:04,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,70-79,"$30,000 to $59,999",Master's degree,Own home,White;,5,1,4,5,4,1,1,1,4,1,4,4,4,1,1,1,5,1,5,0.557894737
219,8/31/2022 12:10,8/31/2022 12:12,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,40-49,"$100,000 to $124,999",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,2,4,2,2,3,4,4,4,4,4,4,5,0.810526316
220,8/31/2022 12:12,8/31/2022 12:14,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,30-39,"$30,000 to $59,999",Professional or Doctorate degree,Rent home,White;,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,4,4,3,0.915789474
221,9/7/2022 21:12,9/7/2022 21:16,"Broadband service (AT&T, Xfinity, etc.);",Tablet;Laptop computer;Desktop computer;,Woman,50-59,"$30,000 to $59,999",High school diploma or G.E.D.,Own home,White;,5,4,5,5,4,3,5,4,5,5,2,1,2,3,3,3,5,3,4,0.747368421
222,9/9/2022 14:08,9/9/2022 14:09,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);",Man,18-29,"$30,000 to $59,999",Bachelor's degree,Own home,Asian or Asian Indian;Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
223,9/14/2022 12:48,9/14/2022 12:55,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Desktop computer;Smart TV (e.g., Roku, Apple TV);Tablet;",Man,70-79,"$15,000 to $29,999",Some college,Rent home,White;,4,4,4,5,5,3,5,4,3,1,5,1,4,3,3,2,5,5,4,0.736842105
224,9/14/2022 16:53,9/14/2022 16:56,"Broadband service (AT&T, Xfinity, etc.);Mobile data plan;","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"$30,000 to $59,999",Some college,Own home,"Hispanic, Spanish, or Latino/a/x;",3,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,5,5,5,0.810526316
225,9/14/2022 19:02,9/14/2022 19:05,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;Voice-actvated device (e.g., Alexa, Google Home);Tablet;",Woman,40-49,"$30,000 to $59,999",Some college,Own home,White;,3,4,5,5,5,5,3,3,4,4,4,4,5,4,3,3,2,4,2,0.757894737
226,9/15/2022 15:05,9/15/2022 15:07,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,18-29,"Under $15,000",Some college,Rent home,Black or African American;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
227,9/15/2022 17:17,9/15/2022 17:19,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,30-39,"$125,000 or more",Professional or Doctorate degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
228,9/15/2022 18:20,9/15/2022 18:24,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,30-39,"$30,000 to $59,999",Some college,Rent home,"Hispanic, Spanish, or Latino/a/x;White;",4,4,4,5,4,4,4,4,2,4,2,4,5,4,2,2,5,4,4,0.747368421
229,9/15/2022 18:31,9/15/2022 18:35,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Tablet;,Woman,60-69,"$60,000 to $99,999 ",Bachelor's degree,Own home,White;,4,4,4,5,5,3,4,4,4,4,4,4,4,5,5,4,5,4,4,0.842105263
230,9/15/2022 18:47,9/15/2022 18:50,Mobile data plan;Tmobile 5G;,"Smartphone or mobile phone;Laptop computer;Desktop computer;Smart TV (e.g., Roku, Apple TV);Voice-actvated device (e.g., Alexa, Google Home);",Woman,50-59,"$60,000 to $99,999 ",Associate's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
231,9/15/2022 19:02,9/15/2022 19:04,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Voice-actvated device (e.g., Alexa, Google Home);",Man,30-39,"$30,000 to $59,999",Master's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
232,9/15/2022 19:02,9/15/2022 19:19,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Woman,50-59,"$30,000 to $59,999",Bachelor's degree,Own home,White;,5,5,5,5,5,4,5,5,4,4,3,3,5,5,5,4,4,4,4,0.884210526
233,9/15/2022 21:58,9/15/2022 22:02,"Broadband service (AT&T, Xfinity, etc.);",Smartphone or mobile phone;Laptop computer;Gaming console that connects to the internet;,Man,18-29,"Under $15,000",High school diploma or G.E.D.,Rent home,"Hispanic, Spanish, or Latino/a/x;White;",5,4,5,5,5,5,5,4,4,2,5,5,5,5,2,4,5,4,5,0.884210526
234,9/15/2022 22:03,9/15/2022 22:10,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Desktop computer;Smart TV (e.g., Roku, Apple TV);",Woman,18-29,"$15,000 to $29,999",High school diploma or G.E.D.,Own home,White;,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,4,4,3,5,0.863157895
235,9/16/2022 8:44,9/16/2022 8:51,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Smart TV (e.g., Roku, Apple TV);",Woman,40-49,"$125,000 or more",Bachelor's degree,Own home,White;,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
236,9/16/2022 10:08,9/16/2022 10:11,"Broadband service (AT&T, Xfinity, etc.);","Smartphone or mobile phone;Laptop computer;Tablet;Desktop computer;Smart TV (e.g., Roku, Apple TV);Gaming console that connects to the internet;",Man,18-29,"$30,000 to $59,999",Some college,Own home,White;,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,1,5,0.915789474
